date,给水泵A出口压力,给水泵B出口压力,给水泵出口母管压力,引风机入口烟气压力1,引风机入口烟气压力2,炉排中心风压力,炉排中心风风量,炉排低侧风压力,炉排低侧风风量,炉排高侧风压力,炉排高侧风风量,炉膛前墙二次风压力,炉膛压力1,炉膛压力2,炉膛后墙二次风压力,炉膛温度1,炉膛温度2,烟气冷却器出口烟气压力1,烟气冷却器出口烟气压力2,省煤器入口氧量1,省煤器入口氧量2,省煤器入口烟气压力,省煤器出口烟气压力,空气预热器出口风压力,送风机出口风量,一级减温器调节阀位置反馈,三级烟冷器出口压力,二级减温器调节阀位置反馈,五级烟冷器出口压力,减温器入口流量,四级烟冷器出口压力,汽包压力1,汽包压力2,汽包水位1,汽包水位2,省煤器低温段出口压力,省煤器高温段入口压力,省煤器高温段出口压力,空预器入口水量,给水流量1,给水流量2,给水流量3,OT
2022-01-05 10:00:00,8.45,8.47,8.46,-6.43,-12.5,1.46,-3541.55,0.9,8812.79,0.62,14166.2,-0.08,-311.36,-388.28,-0.08,607.14,655.95,-2.26,-2.31,20.0,20.0,-0.63,-0.93,6.18,538.16,0.18,-1.98,50.12,-1.23,2.02,-1.73,7.68,7.69,510.67,510.67,-1.06,-0.7,-0.87,30.33,10.84,10.58,10.31,23.36
2022-01-05 10:00:10,8.45,8.47,8.46,-6.43,-12.5,1.66,-3541.55,1.12,8579.29,0.84,14166.2,-0.08,-142.86,-142.86,-0.08,607.14,656.35,-2.09,-2.13,20.0,20.0,-0.56,-0.95,6.25,530.22,0.18,-1.82,50.12,-1.02,1.88,-1.55,7.68,7.69,510.67,515.6,-0.85,-0.48,-0.65,30.32,10.84,10.58,10.31,23.36
2022-01-05 10:00:20,8.45,8.47,8.46,-6.43,-12.5,1.47,-3541.55,0.91,8747.93,0.6,14166.2,-0.08,-300.37,-371.79,-0.08,607.14,609.92,-2.25,-2.3,20.0,20.0,-0.62,-0.94,6.25,539.68,0.18,-1.98,50.12,-1.21,2.01,-1.72,7.68,7.69,510.67,515.6,-1.03,-0.69,-0.86,29.76,10.68,10.34,10.04,23.36
2022-01-05 10:00:30,8.45,8.47,8.46,-6.43,-12.5,1.51,-3541.55,0.96,8752.26,0.69,14166.2,-0.08,-335.16,-302.2,-0.08,600.4,662.3,-2.22,-2.27,20.0,20.0,-0.6,-0.97,6.2,540.9,0.18,-1.95,50.12,-1.17,1.62,-1.69,7.62,7.69,510.67,515.6,-1.0,-0.66,-0.83,29.71,10.68,10.29,10.0,23.36
2022-01-05 10:00:40,8.45,8.47,8.46,-6.5,-12.5,1.42,-3541.55,0.89,8834.42,0.62,14166.2,-0.08,-371.79,-402.93,-0.08,600.4,655.56,-2.29,-2.35,20.0,20.0,-0.56,-0.99,6.2,540.9,0.18,-2.02,50.12,-1.26,1.8,-1.77,7.62,7.6,516.47,515.6,-1.09,-0.76,-0.91,29.9,10.68,10.43,10.0,23.03
2022-01-05 10:00:50,8.32,8.33,8.32,-6.5,-12.5,1.48,-3541.55,0.94,8817.12,0.66,14166.2,-0.08,-335.16,-338.83,-0.08,600.4,655.56,-2.26,-2.3,20.0,20.0,-0.58,-1.01,6.2,540.9,0.18,-1.99,50.12,-1.22,1.59,-1.71,7.54,7.6,516.47,520.53,-1.05,-0.68,-0.85,30.35,10.86,10.57,10.39,23.03
2022-01-05 10:01:00,8.32,8.33,8.32,-6.5,-12.5,1.58,-3541.55,1.03,8657.12,0.75,14166.2,-0.08,-302.2,-243.59,-0.08,600.4,644.44,-2.18,-2.23,20.0,20.0,-0.68,-1.01,6.2,540.9,0.18,-1.9,50.12,-1.12,1.79,-1.64,7.54,7.52,516.47,515.31,-0.96,-0.6,-0.77,30.61,11.0,10.87,10.39,22.67
2022-01-05 10:01:10,8.32,8.33,8.32,-6.43,-12.5,1.59,-3541.55,1.06,8661.45,0.73,14166.2,-0.08,-179.49,-197.8,-0.08,591.67,644.44,-2.15,-2.2,20.0,20.0,-0.66,-0.98,6.25,532.36,0.18,-1.87,50.12,-1.08,1.95,-1.6,7.46,7.52,516.47,515.31,-0.92,-0.56,-0.72,30.78,11.0,10.87,10.52,22.67
2022-01-05 10:01:20,8.32,8.33,8.32,-6.43,-12.5,1.25,-3541.55,0.78,3679.93,0.4,14166.2,-0.08,-243.59,-346.15,-0.08,591.67,637.3,-2.23,-2.29,20.0,20.0,-0.53,-0.96,6.44,497.56,0.18,-1.96,50.12,-1.2,1.95,-1.71,7.46,7.44,516.47,515.31,-1.04,-0.68,-0.84,30.65,11.0,10.65,10.39,22.67
2022-01-05 10:01:30,8.32,8.33,8.32,-6.5,-12.5,0.17,-3541.55,0.39,1392.4,0.06,14166.2,-0.08,-423.08,-496.34,-0.08,591.67,637.3,-2.35,-2.4,20.0,20.0,-0.69,-0.98,6.91,400.18,0.18,-2.08,50.12,-1.33,1.99,-1.83,7.46,7.44,516.47,515.31,-1.17,-0.82,-0.98,30.2,10.81,10.65,10.39,22.67
2022-01-05 10:01:40,8.17,8.19,8.18,-6.5,-12.5,-0.08,-3541.55,0.24,1392.4,-0.08,14166.2,-0.08,-320.51,-390.11,-0.08,591.67,637.3,-2.29,-2.34,20.0,20.0,-0.71,-0.98,7.41,321.43,0.18,-2.01,50.12,-1.25,1.6,-1.76,7.46,7.44,516.47,508.35,-1.09,-0.73,-0.9,29.67,10.68,10.4,10.11,22.4
2022-01-05 10:01:50,8.17,8.19,8.18,-6.5,-12.5,-0.08,-3541.55,0.29,1392.4,-0.04,14166.2,-0.08,-293.04,-305.86,-0.08,582.14,637.3,-2.18,-2.25,20.0,20.0,-0.65,-1.0,7.42,312.27,0.18,-1.91,50.12,-1.15,1.78,-1.67,7.39,7.38,510.09,508.35,-0.99,-0.63,-0.78,29.06,10.26,10.02,9.71,22.4
2022-01-05 10:02:00,8.17,8.19,8.18,-6.5,-12.5,-0.08,-3541.55,0.22,1716.72,-0.04,14166.2,-0.08,-560.44,-602.56,-0.08,582.14,637.3,-2.41,-2.45,20.0,20.0,-0.64,-1.04,7.02,386.14,0.18,-2.14,10.01,-1.41,0.68,-1.89,7.39,7.38,510.09,508.35,-1.26,-0.92,-1.09,29.12,10.13,9.81,9.56,22.4
2022-01-05 10:02:10,8.17,8.19,8.18,-6.42,-12.5,1.05,-3541.55,0.62,1353.49,0.28,14166.2,-0.08,-364.47,-437.73,-0.08,582.14,637.3,-2.28,-2.33,20.0,20.0,-0.68,-1.08,6.59,461.84,0.18,-2.01,2.29,-1.27,-0.32,-1.76,7.39,7.38,510.09,508.35,-1.11,-0.76,-0.92,30.95,9.86,9.59,9.31,22.08
2022-01-05 10:02:20,8.17,8.19,8.18,-6.42,-12.5,1.23,-3541.55,0.62,1673.48,0.28,14166.2,-0.08,-399.27,-437.73,-0.08,575.4,629.76,-2.25,-2.3,20.0,20.0,-0.74,-1.08,6.53,481.07,0.18,-1.99,3.39,-1.25,-0.32,-1.74,7.31,7.29,510.09,502.26,-1.09,-0.76,-0.92,31.02,9.86,9.6,9.31,22.08
2022-01-05 10:02:30,8.04,8.06,8.04,-6.42,-12.5,1.2,-3541.55,0.62,2339.41,0.25,14166.2,-0.08,-450.55,-485.35,-0.08,575.4,629.76,-2.24,-2.28,20.0,20.0,-0.72,-1.08,6.53,488.1,0.18,-1.98,8.76,-1.27,-0.19,-1.74,7.31,7.29,510.09,502.26,-1.12,-0.79,-0.96,30.35,9.86,9.6,9.44,21.78
2022-01-05 10:02:40,8.04,8.06,8.04,-6.42,-12.5,1.29,-3541.55,0.74,3178.31,0.34,14166.2,-0.08,-379.12,-404.76,-0.08,575.4,623.02,-2.18,-2.23,20.0,19.85,-0.74,-1.08,6.39,498.78,0.18,-1.93,13.98,-1.2,-0.19,-1.68,7.22,7.19,510.09,502.26,-1.04,-0.71,-0.87,30.19,9.86,9.6,9.3,21.78
2022-01-05 10:02:50,8.04,8.06,8.04,-6.48,-12.5,1.31,-3541.55,0.74,4311.26,0.4,14166.2,-0.08,-379.12,-435.9,-0.08,566.67,623.02,-2.2,-2.25,20.0,19.99,-0.7,-1.08,6.39,512.82,0.18,-1.94,18.41,-1.22,-0.14,-1.7,7.22,7.19,510.09,505.16,-1.06,-0.73,-0.89,30.01,9.86,9.6,9.33,21.78
2022-01-05 10:03:00,7.88,7.88,7.88,-6.48,-12.5,1.45,-3541.55,0.87,5893.94,0.55,14166.2,-0.08,-313.19,-335.16,-0.08,566.67,613.49,-2.14,-2.18,20.0,19.99,-0.71,-1.08,6.34,520.76,0.18,-1.87,4.85,-1.14,-0.19,-1.63,7.12,7.09,510.09,505.16,-0.98,-0.64,-0.79,29.82,9.86,9.6,9.33,21.46
2022-01-05 10:03:10,7.88,7.88,7.88,-6.48,-12.5,1.42,-3541.55,0.83,7705.79,0.51,14166.2,-0.08,-282.05,-423.08,-0.08,566.67,613.49,-2.19,-2.24,20.0,19.99,-0.66,-1.03,6.21,532.36,0.18,-1.93,0.64,-1.2,-0.32,-1.69,7.12,7.09,510.09,505.16,-1.04,-0.69,-0.84,30.56,9.86,9.42,9.33,21.46
2022-01-05 10:03:20,7.88,7.88,7.88,-6.48,-12.5,1.37,-3541.55,0.81,8717.66,0.57,14166.2,-0.08,-388.28,-474.36,-0.08,559.92,604.76,-2.25,-2.3,20.0,19.99,-0.68,-1.03,6.21,541.82,0.18,-1.99,0.64,-1.25,-0.32,-1.74,7.01,7.09,510.09,505.16,-1.1,-0.77,-0.93,30.36,9.65,9.42,9.23,21.02
2022-01-05 10:03:30,7.71,7.72,7.71,-6.56,-12.5,1.66,-3541.55,1.11,8453.88,0.85,14166.2,-0.08,-239.93,-139.19,-0.08,559.92,598.02,-2.04,-2.09,20.0,19.99,-0.65,-1.03,6.24,532.66,0.18,-1.77,0.64,-1.0,-0.32,-1.51,7.01,6.97,510.09,505.16,-0.84,-0.52,-0.69,30.17,9.65,9.42,9.04,21.02
2022-01-05 10:03:40,7.71,7.72,7.71,-6.5,-12.5,1.69,-3541.55,1.16,8337.13,0.92,14166.2,-0.08,-27.47,-43.96,-0.08,559.92,591.27,-1.97,-2.01,20.0,19.99,-0.6,-0.95,6.29,526.86,0.18,-1.69,0.64,-0.92,-0.32,-1.43,6.88,6.9,510.09,505.16,-0.76,-0.37,-0.54,30.23,9.65,9.42,9.18,20.52
2022-01-05 10:03:50,7.71,7.72,7.71,-6.5,-12.5,1.47,-3541.55,0.95,8691.72,0.65,14166.2,-0.08,-293.04,-337.0,-0.08,559.92,591.27,-2.17,-2.21,20.0,19.99,-0.66,-0.93,6.2,537.55,0.18,-1.9,0.64,-1.16,-0.32,-1.65,6.88,6.9,499.94,495.3,-1.0,-0.68,-0.84,29.26,9.32,9.07,8.82,20.52
2022-01-05 10:04:00,7.55,7.56,7.56,-6.5,-12.5,1.57,-3541.55,1.02,8583.61,0.74,14166.2,-0.08,-217.95,-234.43,-0.08,559.92,591.27,-2.09,-2.14,20.0,19.99,-0.62,-0.93,6.2,537.55,0.18,-1.83,0.64,-1.07,-0.32,-1.57,6.88,6.83,499.94,495.3,-0.9,-0.55,-0.74,29.08,9.12,8.87,8.61,20.52
2022-01-05 10:04:10,7.55,7.56,7.56,-6.5,-12.5,1.59,-3541.55,1.03,8432.26,0.74,14166.2,-0.08,-131.87,-225.27,-0.08,551.98,591.27,-2.07,-2.12,20.0,19.99,-0.52,-0.91,6.23,529.0,0.18,-1.8,0.64,-1.04,-0.32,-1.55,6.79,6.83,499.94,503.71,-0.88,-0.53,-0.68,27.91,8.8,8.58,8.26,20.22
2022-01-05 10:04:20,7.55,7.56,7.56,-6.5,-12.5,1.66,-3541.55,1.1,8432.26,0.82,14166.2,-0.08,-87.91,-172.16,-0.08,551.98,591.27,-2.1,-2.15,20.0,19.99,-0.4,-0.88,6.23,529.0,0.18,-1.82,0.64,-1.04,-0.32,-1.56,6.79,6.83,499.94,503.71,-0.87,-0.51,-0.67,27.08,8.61,8.36,8.08,20.22
2022-01-05 10:04:30,7.55,7.56,7.56,-6.43,-12.5,1.58,-3541.55,1.01,8527.4,0.76,14166.2,-0.08,-280.22,-254.58,-0.08,551.98,591.27,-2.18,-2.24,20.0,19.99,-0.48,-0.9,6.23,538.46,0.18,-1.9,0.64,-1.11,-0.32,-1.64,6.79,6.83,499.94,503.13,-0.95,-0.6,-0.77,26.52,8.39,8.13,7.83,20.22
2022-01-05 10:04:40,7.55,7.56,7.56,-6.43,-12.5,1.63,-3541.55,1.11,8427.94,0.8,14166.2,-0.08,-98.9,-166.67,-0.08,551.98,603.57,-2.09,-2.14,20.0,19.99,-0.47,-0.9,6.23,530.22,0.18,-1.81,0.64,-1.03,-0.32,-1.55,6.79,6.74,499.94,503.13,-0.87,-0.49,-0.66,25.95,8.17,7.93,7.65,19.95
2022-01-05 10:04:50,7.4,7.41,7.41,-6.43,-12.5,1.61,-3541.55,1.08,8523.07,0.8,14166.2,-0.08,-179.49,-163.0,-0.08,551.98,610.32,-2.11,-2.16,20.0,19.99,-0.45,-0.88,6.23,535.71,0.18,-1.83,0.64,-1.05,-0.32,-1.57,6.79,6.74,499.94,496.46,-0.88,-0.53,-0.71,25.95,8.17,7.93,7.65,19.95
2022-01-05 10:05:00,7.4,7.41,7.41,-6.43,-12.5,1.76,-3541.55,1.21,8298.21,0.92,14166.2,-0.08,-89.74,-9.16,-0.03,551.98,610.32,-2.03,-2.07,20.0,19.99,-0.52,-0.88,6.23,530.53,0.18,-1.74,0.64,-0.94,-0.32,-1.47,6.79,6.74,499.94,501.68,-0.77,-0.43,-0.61,25.54,7.95,7.72,7.42,19.65
2022-01-05 10:05:10,7.4,7.41,7.41,-6.43,-12.5,1.67,-3541.55,1.12,8380.37,0.81,14166.2,-0.08,-133.7,-120.88,-0.08,551.98,610.32,-2.06,-2.11,20.0,19.99,-0.46,-0.85,6.23,530.53,0.18,-1.79,0.64,-0.99,-0.32,-1.51,6.71,6.74,499.94,500.23,-0.82,-0.46,-0.63,24.96,7.73,7.49,7.2,19.65
2022-01-05 10:05:20,7.4,7.41,7.41,-6.43,-12.5,1.64,-3541.55,1.09,8363.07,0.8,14166.2,-0.08,-78.75,-126.37,-0.08,551.98,610.32,-2.08,-2.13,20.0,19.99,-0.43,-0.83,6.23,524.42,0.18,-1.79,0.64,-1.01,-0.32,-1.53,6.71,6.74,499.94,500.23,-0.84,-0.48,-0.64,24.71,7.55,7.34,7.05,19.65
2022-01-05 10:05:30,7.4,7.41,7.41,-6.43,-12.5,1.43,-3541.55,0.91,4220.46,0.5,14166.2,-0.08,-155.68,-261.9,-0.08,559.13,610.32,-2.16,-2.21,20.0,19.99,-0.4,-0.84,6.42,501.22,0.18,-1.88,0.64,-1.11,-0.32,-1.62,6.71,6.74,499.94,501.39,-0.94,-0.58,-0.74,24.09,7.39,7.21,6.91,19.65
2022-01-05 10:05:40,7.4,7.41,7.41,-6.5,-12.5,0.59,-3541.55,0.64,1262.68,0.31,14166.2,-0.08,-265.57,-241.76,-0.08,559.13,619.84,-2.19,-2.24,20.0,19.99,-0.47,-0.87,6.9,416.67,0.18,-1.91,0.64,-1.13,-0.32,-1.64,6.71,6.74,499.94,501.39,-0.97,-0.62,-0.79,23.16,7.2,6.8,6.49,19.3
2022-01-05 10:05:50,7.4,7.41,7.41,-6.5,-12.5,-0.05,-3541.55,0.37,1353.49,0.05,14166.2,-0.08,-113.55,-249.08,-0.07,559.13,627.38,-2.14,-2.21,20.0,19.99,-0.41,-0.87,7.39,325.4,0.18,-1.86,0.64,-1.08,-0.32,-1.6,6.71,6.74,505.16,501.39,-0.91,-0.54,-0.71,22.74,7.01,6.65,6.49,19.3
2022-01-05 10:06:00,7.4,7.41,7.41,-6.5,-12.5,0.05,-3541.55,0.51,1431.32,0.19,14166.2,-0.08,-128.21,-62.27,-0.07,565.87,627.38,-2.05,-2.1,20.0,19.47,-0.52,-0.91,7.46,305.86,0.18,-1.77,0.64,-0.96,-0.32,-1.5,6.71,6.74,505.16,501.39,-0.79,-0.43,-0.61,22.47,6.83,6.65,6.31,19.3
2022-01-05 10:06:10,7.4,7.41,7.41,-6.5,-12.5,-0.01,-3541.55,0.38,1431.32,0.05,14166.2,-0.08,-278.39,-351.65,-0.07,565.87,637.7,-2.21,-2.27,20.0,18.44,-0.54,-0.91,7.18,356.84,0.18,-1.93,0.64,-1.18,-0.32,-1.69,6.71,6.74,505.16,501.39,-1.02,-0.66,-0.83,22.12,6.83,6.65,6.31,19.3
2022-01-05 10:06:20,7.4,7.41,7.41,-6.42,-12.5,1.05,-3541.55,0.77,1254.03,0.45,14166.2,-0.08,-208.79,-206.96,-0.07,565.87,645.63,-2.11,-2.15,20.0,17.12,-0.55,-0.93,6.7,437.12,0.18,-1.84,0.64,-1.07,-0.32,-1.58,6.71,6.74,505.16,495.59,-0.91,-0.54,-0.71,21.4,6.5,6.3,5.99,19.3
2022-01-05 10:06:30,7.4,7.41,7.41,-6.37,-12.5,1.47,-3541.55,0.97,1565.37,0.56,14166.2,-0.08,-153.85,-126.37,-0.07,565.87,653.57,-2.05,-2.1,20.0,15.53,-0.53,-0.91,6.57,461.84,0.18,-1.76,0.64,-0.98,-0.32,-1.5,6.83,6.74,496.46,490.08,-0.81,-0.46,-0.63,20.85,6.18,5.98,5.65,19.3
2022-01-05 10:06:40,7.4,7.41,7.41,-6.3,-12.5,1.41,-3541.55,0.9,2205.36,0.53,14166.2,-0.08,-195.97,-210.62,-0.07,573.02,660.71,-2.15,-2.2,20.0,14.04,-0.63,-0.89,6.49,472.22,0.18,-1.87,0.64,-1.1,-0.32,-1.61,6.83,6.83,496.46,490.08,-0.93,-0.57,-0.74,20.06,5.99,5.8,5.49,19.59
2022-01-05 10:06:50,7.4,7.41,7.41,-6.3,-12.5,1.55,-3541.55,0.95,3074.53,0.57,14166.2,-0.08,-142.86,-130.04,-0.07,573.02,673.81,-2.11,-2.18,20.0,12.42,-0.45,-0.92,6.49,480.46,0.18,-1.83,0.64,-1.02,-0.32,-1.55,6.83,6.83,506.61,501.1,-0.85,-0.48,-0.66,20.99,6.27,6.08,5.65,19.59
2022-01-05 10:07:00,7.4,7.41,7.41,-6.3,-12.5,1.59,-3541.55,1.08,4030.19,0.68,14166.2,-0.08,-71.43,-73.26,-0.07,573.02,673.81,-2.05,-2.1,20.0,11.2,-0.48,-0.88,6.49,485.65,0.18,-1.76,0.64,-0.97,-0.32,-1.5,6.92,6.83,506.61,501.1,-0.8,-0.43,-0.6,21.63,6.47,6.27,5.94,19.59
2022-01-05 10:07:10,7.4,7.41,7.41,-6.3,-12.5,1.62,-3541.55,1.04,5673.4,0.69,14166.2,-0.08,-73.26,-119.05,-0.07,580.95,673.81,-2.08,-2.13,20.0,10.4,-0.46,-0.86,6.42,500.92,0.18,-1.8,0.64,-1.01,-0.32,-1.54,6.92,6.92,506.61,495.3,-0.84,-0.47,-0.64,21.19,6.47,6.13,5.94,19.89
2022-01-05 10:07:20,7.55,7.56,7.56,-6.3,-12.5,1.75,-3541.55,1.16,7286.34,0.91,14166.2,-0.08,-73.26,-18.32,-0.07,580.95,673.81,-2.01,-2.06,20.0,10.04,-0.44,-0.83,6.37,521.37,0.18,-1.73,0.64,-0.92,-0.32,-1.46,6.99,6.92,506.61,495.3,-0.75,-0.38,-0.56,21.51,6.47,6.26,5.94,19.89
2022-01-05 10:07:30,7.55,7.56,7.56,-6.36,-12.5,1.64,-3541.55,1.1,8328.48,0.82,14166.2,-0.08,-109.89,-131.87,-0.06,580.95,673.81,-2.11,-2.17,20.0,9.58,-0.39,-0.83,6.26,534.8,0.18,-1.83,0.64,-1.02,-0.32,-1.55,6.99,7.0,506.61,495.3,-0.86,-0.5,-0.67,21.41,6.47,6.24,5.94,19.89
2022-01-05 10:07:40,7.55,7.56,7.56,-6.36,-12.5,1.56,-3541.55,0.99,8475.5,0.71,14166.2,-0.08,-183.15,-254.58,-0.06,592.06,673.81,-2.2,-2.24,20.0,9.29,-0.55,-0.85,6.2,533.27,0.18,-1.92,0.64,-1.14,-0.32,-1.65,6.99,7.0,506.61,495.3,-0.97,-0.61,-0.79,21.66,6.47,6.24,5.94,19.89
2022-01-05 10:07:50,7.55,7.56,7.56,-6.36,-12.5,1.67,-3541.55,1.12,8475.5,0.83,14166.2,-0.08,-111.72,-115.38,-0.06,592.06,673.81,-2.09,-2.14,20.0,9.29,-0.49,-0.85,6.2,533.27,0.18,-1.81,0.64,-1.02,-0.32,-1.55,6.99,7.0,511.83,501.1,-0.85,-0.49,-0.66,22.6,6.89,6.65,6.34,20.27
2022-01-05 10:08:00,7.55,7.56,7.56,-6.43,-12.5,1.51,-3541.55,0.95,8652.8,0.65,14166.2,-0.08,-239.93,-320.51,-0.06,592.06,664.29,-2.22,-2.26,20.0,9.46,-0.53,-0.88,6.2,533.27,0.18,-1.93,0.64,-1.16,-0.32,-1.68,6.99,7.0,511.83,501.1,-1.0,-0.63,-0.82,23.09,7.04,6.8,6.52,20.27
2022-01-05 10:08:10,7.55,7.56,7.56,-6.43,-12.5,1.72,-3541.55,1.18,8371.72,0.89,14166.2,-0.08,-62.27,-29.3,-0.06,592.06,656.75,-2.02,-2.06,20.0,10.12,-0.53,-0.88,6.2,533.27,0.18,-1.74,0.64,-0.94,-0.32,-1.48,6.99,7.0,511.83,501.1,-0.77,-0.41,-0.58,24.12,7.24,6.98,6.77,20.27
2022-01-05 10:08:20,7.55,7.56,7.56,-6.43,-12.5,1.63,-3541.55,1.1,8393.34,0.82,14166.2,-0.08,-97.07,-128.21,-0.06,592.06,656.75,-2.09,-2.15,20.0,11.14,-0.53,-0.85,6.2,525.03,0.18,-1.81,0.64,-1.03,-0.32,-1.56,6.99,7.0,511.83,501.1,-0.87,-0.5,-0.66,24.12,7.42,7.16,6.77,20.27
2022-01-05 10:08:30,7.55,7.56,7.56,-6.43,-12.5,1.52,-3541.55,0.99,8549.02,0.7,14166.2,-0.08,-170.33,-287.55,-0.06,592.06,649.6,-2.19,-2.25,20.0,11.87,-0.38,-0.85,6.2,536.32,0.18,-1.91,0.64,-1.14,-0.32,-1.66,6.99,7.0,505.74,495.3,-0.98,-0.62,-0.78,24.12,7.42,7.16,6.77,20.27
2022-01-05 10:08:40,7.55,7.56,7.56,-6.43,-12.5,1.78,-3541.55,1.23,8384.7,1.0,14166.2,-0.08,-32.97,43.96,0.01,592.06,649.6,-2.0,-2.04,20.0,12.53,-0.44,-0.87,6.29,528.39,0.18,-1.71,12.7,-0.89,-0.32,-1.44,6.99,7.0,505.74,508.64,-0.72,-0.36,-0.53,23.95,7.42,7.16,6.77,20.27
2022-01-05 10:08:50,7.55,7.56,7.56,-6.43,-12.5,1.67,-3541.55,1.11,8423.61,0.84,14166.2,-0.08,-188.64,-155.68,-0.07,592.06,649.6,-2.13,-2.16,20.0,13.11,-0.46,-0.87,6.29,528.39,0.18,-1.84,23.75,-1.04,0.02,-1.58,6.99,7.0,505.74,501.68,-0.87,-0.53,-0.7,23.23,7.42,7.3,6.92,20.27
2022-01-05 10:09:00,7.55,7.56,7.56,-6.36,-12.5,1.71,-3541.55,1.17,8380.37,0.82,14166.2,-0.08,-53.11,-111.72,-0.08,592.06,649.6,-2.12,-2.17,20.0,13.48,-0.46,-0.85,6.29,527.47,0.18,-1.82,65.11,-1.02,0.79,-1.56,6.99,7.0,505.74,501.68,-0.86,-0.48,-0.66,22.72,7.42,7.3,6.92,20.27
2022-01-05 10:09:10,7.55,7.56,7.56,-6.36,-12.5,1.6,-3541.55,1.05,8553.34,0.78,14166.2,-0.08,-168.5,-190.48,-0.08,598.81,649.6,-2.19,-2.26,20.0,13.72,-0.39,-0.87,6.23,531.44,40.93,-1.92,99.6,-1.12,7.59,-1.64,7.08,7.09,505.74,501.68,-0.95,-0.56,-0.75,19.58,7.79,7.55,7.24,20.27
2022-01-05 10:09:20,7.55,7.56,7.56,-6.36,-12.5,1.65,-3541.55,1.1,8453.88,0.82,14166.2,-0.08,-164.84,-157.51,-0.08,598.81,642.86,-2.15,-2.2,20.0,13.85,-0.5,-0.89,6.23,531.44,79.98,-1.88,99.6,-1.07,8.13,-1.61,7.08,7.09,505.74,501.68,-0.9,-0.54,-0.72,19.08,7.79,7.55,7.24,20.27
2022-01-05 10:09:30,7.55,7.56,7.56,-6.36,-12.5,1.65,-3541.55,1.12,8453.88,0.8,14166.2,-0.08,-130.04,-163.0,-0.08,598.81,642.86,-2.13,-2.2,20.0,13.85,-0.5,-0.88,6.23,525.64,98.87,-1.84,99.6,-1.06,8.13,-1.59,7.08,7.09,516.76,509.51,-0.89,-0.52,-0.68,18.86,7.58,7.37,7.07,20.56
2022-01-05 10:09:40,7.55,7.69,7.69,-6.36,-12.5,1.64,-3541.55,1.1,5720.97,0.73,14166.2,-0.08,-47.62,-93.41,-0.08,598.81,642.86,-2.1,-2.15,20.0,13.97,-0.43,-0.86,6.31,507.94,98.87,-1.81,99.6,-1.01,7.74,-1.54,7.16,7.09,516.76,508.93,-0.83,-0.47,-0.63,19.07,7.73,7.52,7.23,20.56
2022-01-05 10:09:50,7.72,7.69,7.69,-6.36,-12.5,0.89,-3541.55,0.64,1340.51,0.36,14166.2,-0.08,-252.75,-349.82,-0.08,598.81,642.86,-2.27,-2.32,20.0,13.97,-0.53,-0.87,6.67,450.85,98.87,-1.99,99.6,-1.21,8.11,-1.73,7.16,7.17,516.76,508.93,-1.05,-0.68,-0.85,19.24,7.73,7.52,7.23,20.56
2022-01-05 10:10:00,7.72,7.69,7.69,-6.42,-12.5,-0.06,-3541.55,0.4,1318.89,0.08,14166.2,-0.08,-208.79,-263.74,-0.08,598.81,642.86,-2.23,-2.28,20.0,14.1,-0.47,-0.92,7.35,334.55,98.87,-1.95,99.6,-1.15,8.36,-1.68,7.16,7.17,516.76,510.67,-0.99,-0.62,-0.79,19.42,7.93,7.52,7.23,20.86
2022-01-05 10:10:10,7.72,7.69,7.69,-6.47,-12.5,-0.06,-3541.55,0.33,1418.35,0.03,14166.2,-0.08,-276.56,-256.41,-0.08,598.81,655.56,-2.25,-2.3,20.0,13.86,-0.61,-0.96,7.42,312.27,98.87,-1.97,99.6,-1.17,8.47,-1.7,7.27,7.24,516.76,510.67,-1.0,-0.64,-0.81,19.41,7.93,7.68,7.37,20.86
2022-01-05 10:10:20,7.72,7.84,7.83,-6.47,-12.5,-0.06,-3541.55,0.14,1418.35,-0.03,14166.2,-0.08,-452.38,-576.92,-0.08,598.81,655.56,-2.4,-2.45,20.0,13.31,-0.62,-1.01,7.42,324.48,98.87,-2.12,99.6,-1.39,8.42,-1.88,7.27,7.24,521.69,517.34,-1.23,-0.88,-1.05,19.97,8.11,7.87,7.57,20.86
2022-01-05 10:10:30,7.87,7.84,7.83,-6.47,-12.5,0.45,-3541.55,0.47,1331.86,0.18,14166.2,-0.08,-437.73,-410.26,-0.08,598.81,655.56,-2.31,-2.36,20.0,12.43,-0.7,-1.05,6.83,410.87,98.87,-2.03,99.6,-1.27,8.3,-1.79,7.27,7.24,521.69,517.34,-1.1,-0.75,-0.92,20.53,8.29,8.05,7.75,20.86
2022-01-05 10:10:40,7.87,7.84,7.83,-6.38,-12.5,1.27,-3541.55,0.72,1617.26,0.32,14166.2,-0.08,-333.33,-338.83,-0.08,598.81,662.7,-2.24,-2.3,20.0,11.45,-0.74,-1.05,6.56,463.37,98.87,-1.98,99.6,-1.21,8.53,-1.72,7.27,7.24,521.69,517.34,-1.04,-0.69,-0.86,21.02,8.73,8.47,8.18,21.13
